event_id,email,campaign_id,action,url_clicked,timestamp
b3e96807-60a6-489d-bbd7-a1c9c1094121,melanie.munoz@shell.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-21 10:04:18.896315
65a051f2-1d5b-4c32-8d65-495cc3daaf2d,lindsay.blair@shell.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-07-30 18:04:18.896315
ed0a42d6-e85b-48ea-9f7a-22bdddcb6156,amanda.dudley@shell.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-07-27 04:04:18.896315
026ff6df-9b10-4394-8a0a-b3811b047c0b,jeremy.roberts@shell.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-09 06:04:18.896315
70893196-2c26-436b-accb-26a40da9e9c2,christopher.hall@shell.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-08 16:04:18.896315
756b1058-1b16-48a0-b57d-ff28baf362e6,christopher.hall@shell.com,CMP_PAST_OIL_GAS_US,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_OIL_GAS_US,2026-01-24 10:04:18.896315
6678a7c7-1fd0-4cc4-8d6b-875be48e1b29,christopher.hall@shell.com,CMP_PAST_O_M_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_O_M_2026,2024-07-11 21:04:18.896315
a3052a7b-b02a-4007-a188-386e5a6a8b29,mitchell.clark@shell.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-09 20:04:18.896315
30829bbc-8bc9-4deb-87a2-9af4ade49cb6,mitchell.clark@shell.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-09-19 02:04:18.896315
34996a24-6ac4-41e5-876b-26d3cf04b1f7,george.daniel@shell.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-09-02 23:04:18.896315
6c06469d-43c2-4d95-9690-237366e5f771,frank.gray@shell.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-30 03:04:18.896315
d7c64eff-8e67-4a30-b70b-d51eded58ff5,megan.parsons@shell.com,CMP_PAST_OIL_GAS_US,Open,,2026-02-17 17:04:20.896315
911e1615-eb9e-4e24-9221-d808c410f721,leslie.adams@shell.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-07-11 06:04:18.896315
70d98b2d-57df-49a9-97b0-d1eb55ab5d76,diana.foster@shell.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-09-06 15:04:18.896315
71fc87bd-da4f-44da-b1a7-1658d9c2b1f1,joseph.wright@shell.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-11-05 23:04:18.896315
88f7e073-3682-4621-84b7-ff4b9aea58a5,laura.henderson@shell.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-09-02 02:04:18.896315
9e52d859-a9eb-4744-b2f3-0b6d43f3ee80,laura.henderson@shell.com,CMP_PAST_OIL_GAS_US,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_OIL_GAS_US,2025-11-23 22:04:18.896315
6d59cc78-7a67-4afd-af40-04abb8bbb622,laura.henderson@shell.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-05-15 18:04:18.896315
497a8a3b-6e43-4f65-b2c1-cd93fe2c1647,bryan.james@shell.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-24 23:04:18.896315
17983294-b611-471a-9504-a44dff30fec8,tasha.valencia@shell.com,CMP_PAST_OIL_GAS_US,Open,,2025-12-31 09:04:20.896315
0cbe7fc9-5aa6-4e90-91f1-4f4dda701f51,erin.herrera@aramco.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-11 11:04:18.896315
d83d01e8-3d11-4c05-9ad7-2e9aea78fa76,joseph.davidson@aramco.com,CMP_PAST_O_M_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_O_M_2026,2025-02-06 17:04:18.896315
4afc8dca-8398-4bdc-bebe-634fc37a4882,nancy.baker@aramco.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-15 18:04:18.896315
cb9167ee-8912-4b24-b99d-b3d2adb4e4d9,kenneth.fowler@aramco.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-30 22:04:18.896315
265e6d42-30c5-4fae-81ea-430f4b771d15,chelsea.hernandez@aramco.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-22 14:04:18.896315
1134705d-7b32-45a2-9301-f04247b3b752,chelsea.hernandez@aramco.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-07-17 16:04:18.896315
82605b32-369f-442f-bf87-aa4f43ef42e2,kathryn.ryan@aramco.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-31 22:04:18.896315
6c80019e-a1b1-47ba-94a7-36543f3123d7,kathryn.ryan@aramco.com,CMP_PAST_O_M_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_O_M_2026,2024-09-30 02:04:18.896315
eabf3f34-ab79-4e77-a335-ee5ef9170878,kimberly.moreno@aramco.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-08-02 08:04:18.896315
569c074d-8a28-4827-9342-bc0b608048bc,aaron.nguyen@aramco.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-28 16:04:18.896315
5dfa0152-73fd-46f2-bb5e-bae7ced273cb,aaron.nguyen@aramco.com,CMP_PAST_OIL_GAS_US,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_OIL_GAS_US,2026-02-22 18:04:18.896315
12d2e42d-3011-4f3a-a442-71ebe0d522f0,andrew.hickman@aramco.com,CMP_PAST_OIL_GAS_US,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_OIL_GAS_US,2026-02-20 15:04:18.896315
eed7726f-3f41-4bda-8424-142177073b92,andrew.hickman@aramco.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-06-28 20:04:18.896315
d03b6604-0cc7-4204-8a9f-d8159ae6bc58,kyle.brown@aramco.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-10 09:04:18.896315
646a0cc4-0c7e-4075-be7d-12698c27fcb9,natalie.arroyo@aramco.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-07-31 11:04:18.896315
fbfced27-766a-4108-af09-39bfc0ba9402,christopher.tucker@aramco.com,CMP_PAST_OIL_GAS_US,Open,,2026-04-01 19:04:20.896315
d4c1828d-d4cc-466b-9eca-4671b01b0368,amber.blair@aramco.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-27 03:04:18.896315
51d7cc22-2c73-4bdd-985b-1fd26ecb51cd,james.collins@aramco.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-09-04 14:04:18.896315
ead72ce5-1690-4e9d-ab30-e3fb27452794,james.collins@aramco.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-07-16 11:04:18.896315
0c9ed08e-3a75-41da-a303-c299b60d6e0b,samuel.holmes@aramco.com,CMP_PAST_OIL_GAS_US,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_OIL_GAS_US,2025-12-27 22:04:18.896315
6001065b-614d-4ded-af13-67938c8cdb5d,matthew.chapman@aramco.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-07-18 11:04:18.896315
b5e50d99-7b5e-4dca-8b27-388d345a6911,chad.welch@equinor.com,CMP_PAST_MIDDLE_EAST,Open,,2025-05-09 11:04:20.896315
70243232-1d0e-45dd-8f24-487780be9714,michele.jones@equinor.com,CMP_LIVE_GASTECH_2026,Open,,2026-09-04 10:04:20.896315
10622964-d905-4e7f-95c4-c6dcbcccde7a,jason.anderson@equinor.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-10-17 10:04:18.896315
d893569d-d11c-482e-95b0-dedcebc4a769,selena.duncan@equinor.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-27 23:04:18.896315
962d5fbc-5558-44c5-a90c-f56953f59a13,thomas.mueller@equinor.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-19 20:04:18.896315
d9001599-48a5-4a9b-bbf4-b3a898e756eb,lindsey.lee@equinor.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-08-15 06:04:18.896315
27331a1f-0f64-4c2b-b0c2-4215e620edb3,collin.jordan@equinor.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-25 09:04:18.896315
9aaf06bd-aa16-4ada-a9c4-4d0b0419c656,collin.jordan@equinor.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-08-15 06:04:18.896315
75df392b-236a-4174-9000-95fb51916a03,collin.jordan@equinor.com,CMP_PAST_MIDDLE_EAST,Open,,2025-08-15 16:04:20.896315
9d28e851-1363-4849-bd12-e13eaf7c5d6c,rodney.owens@equinor.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-09-16 04:04:18.896315
df536d04-7f83-48ef-8bf6-c260fb464e6b,jessica.nunez@equinor.com,CMP_PAST_MIDDLE_EAST,Open,,2025-06-05 04:04:20.896315
f472cfda-5994-4d1a-b3b0-70e4b88212a1,tracey.garcia@equinor.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-24 19:04:18.896315
514b8ef4-0c4b-4401-ad60-a727972958d1,robert.ramirez@equinor.com,CMP_LIVE_OTC_2026,Open,,2026-09-01 09:04:20.896315
61d385de-95b6-4439-a4d8-eaecbe0f61da,robert.ramirez@equinor.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-07-16 02:04:18.896315
61ed6302-437f-41fa-bf40-49684c13ca2c,john.leblanc@equinor.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-08-22 07:04:18.896315
aa652bbb-81bf-46aa-a806-3e0f81c0e6b4,andrea.williams@equinor.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-15 13:04:18.896315
303c7518-15eb-4db9-8eb9-6a969b2bbea9,andrea.williams@equinor.com,CMP_PAST_O_M_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_O_M_2026,2025-02-22 10:04:18.896315
12ed35ec-eea8-4f16-8cc8-cf8847f9f0a3,tanya.house@equinor.com,CMP_PAST_OIL_GAS_US,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_OIL_GAS_US,2026-09-05 07:04:18.896315
e9cd106c-f72d-4c75-a957-b8a6588ef0e7,tanya.house@equinor.com,CMP_PAST_MIDDLE_EAST,Open,,2025-11-09 20:04:20.896315
d92f5829-358e-4147-b150-67aa08988741,todd.lewis@equinor.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-08 10:04:18.896315
5bd9374f-2a7a-4f0c-816d-69e789718aa9,todd.lewis@equinor.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-07-30 20:04:18.896315
7cb74d9b-dc13-4c91-bbc9-97a179f79d5c,todd.lewis@equinor.com,CMP_PAST_OIL_GAS_US,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_OIL_GAS_US,2025-11-21 02:04:18.896315
adf97a3e-753b-4de2-8e3a-626408f592fd,richard.brown@equinor.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-18 11:04:18.896315
7a8e2f9e-e3a5-41c5-b01c-65056743e142,joseph.bowers@equinor.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-27 03:04:18.896315
0b24ed23-1cc2-49c6-8371-6854e217d294,spencer.henderson@equinor.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-09-02 07:04:18.896315
699f2cdb-197b-4a5b-9b8e-0a330ece3ba8,susan.cowan@equinor.com,CMP_PAST_O_M_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_O_M_2026,2024-11-17 13:04:18.896315
b06d166c-b574-45df-9427-dc6681d72e3a,eric.phillips@equinor.com,CMP_PAST_O_M_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_O_M_2026,2024-12-11 00:04:18.896315
b53cd41f-e33c-4333-8be0-9f9c7076995f,tanya.riley@equinor.com,CMP_LIVE_OTC_2026,Open,,2026-08-26 13:04:20.896315
959ebf48-7faa-4b67-a445-c90084eef171,amy.adkins@equinor.com,CMP_PAST_O_M_2026,Open,,2025-02-12 05:04:20.896315
af1aad47-e4aa-4122-bc74-75975019bb11,brian.silva@equinor.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-31 08:04:18.896315
f202528f-901f-4767-8233-3ef80cfaacde,brian.silva@equinor.com,CMP_PAST_MIDDLE_EAST,Open,,2025-06-15 23:04:20.896315
599fbe4d-99df-479b-9a30-05125ca3bc6c,wesley.farrell@equinor.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-14 11:04:18.896315
57a0aa91-af0a-479f-b396-83d833399ff5,wesley.farrell@equinor.com,CMP_PAST_O_M_2026,Open,,2025-04-18 11:04:20.896315
7cfa97ac-3f5b-444c-a0c2-7a6adbe75802,christopher.lopez@equinor.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-07-14 21:04:18.896315
fde0ca1c-5955-46ed-ac1e-3b1a65221e9e,brooke.leonard@equinor.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-27 17:04:18.896315
310b2a9a-2dfa-4dda-aebf-3ff34a71c08e,brooke.leonard@equinor.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-08-05 04:04:18.896315
e0881332-e2f1-4cde-8c84-5e1e3bfe408e,alexandra.donovan@equinor.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-11 15:04:18.896315
a9f3a165-a8cb-4cd2-a432-9ac605a6be91,leslie.walton@bp.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-07-28 04:04:18.896315
c114a5bf-a2f2-4341-8d78-4b0809c70aef,leslie.walton@bp.com,CMP_PAST_OIL_GAS_US,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_OIL_GAS_US,2026-01-02 15:04:18.896315
3beda053-1fff-4adb-88bc-59f52beb9f73,yolanda.ferrell@bp.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-07-23 22:04:18.896315
5a969f4a-667a-421d-b76f-22807f914df4,joseph.mahoney@bp.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-04-29 05:04:18.896315
5ba4c40d-ea5c-4bc8-8f31-f77718b59938,martha.warner@bp.com,CMP_PAST_O_M_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_O_M_2026,2025-02-21 15:04:18.896315
74d17688-0e15-4e20-b51c-0c9fcf688894,cheryl.archer@bp.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-23 08:04:18.896315
564ef489-c2eb-4340-b169-d6a115fb6f6a,dennis.wilson@bp.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-08-05 06:04:18.896315
4ce5d7ab-871e-4dac-a637-72a7e40704b1,dennis.wilson@bp.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-06-30 13:04:18.896315
0b024963-adad-491c-86fa-9e3d6bfb4099,daniel.tran@bp.com,CMP_LIVE_GASTECH_2026,Open,,2026-08-22 07:04:20.896315
fea5f8f8-ac5c-4a9d-9869-7fe31b972877,daniel.tran@bp.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-05-02 14:04:18.896315
424a291f-bce2-4b01-a036-a2e4ff64a47e,joseph.jacobs@bp.com,CMP_PAST_O_M_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_O_M_2026,2024-09-03 23:04:18.896315
d632e3cf-83d5-472d-b2a9-1dffe9a73596,jennifer.harris@bp.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-31 23:04:18.896315
66567507-8813-462e-adb3-973d6ee4ba5f,cynthia.baker@bp.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-23 12:04:18.896315
9af3ce90-12ee-41f6-ba6e-086dfd9d37ad,tracy.whitehead@bp.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-28 14:04:18.896315
9efcb863-5339-4624-bafc-9863694eb308,dana.green@bp.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-05-18 09:04:18.896315
43233bbd-c0af-4813-b818-43e8802f7b42,ronald.smith@bp.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-26 08:04:18.896315
5e3c30d0-b7ca-44ce-9bc4-5f9e2bcb7d2b,charles.ware@bp.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-07-12 22:04:18.896315
7988bc6a-8904-430b-bc6e-693267f49516,rebecca.gardner@bp.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-27 04:04:18.896315
c4a70984-d087-4646-a1fe-c310799a4f49,earl.anderson@bp.com,CMP_PAST_OIL_GAS_US,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_OIL_GAS_US,2025-11-13 20:04:18.896315
443adf39-78e4-4ece-b4ce-73cf3e34f50c,kyle.nolan@bp.com,CMP_LIVE_GASTECH_2026,Open,,2026-08-10 06:04:20.896315
7411e837-8744-462b-b739-9f51327995e3,laura.valencia@bp.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-07-16 18:04:18.896315
a49822a2-f0e3-4a49-b184-87a40d7fe4cc,michelle.cherry@bp.com,CMP_PAST_OIL_GAS_US,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_OIL_GAS_US,2026-09-01 05:04:18.896315
b1445b11-8535-4bf2-b326-8a18beba9def,lisa.keith@bp.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-08-14 20:04:18.896315
2deb2932-9916-4a5d-b3bf-871147d502a0,angel.doyle@bp.com,CMP_LIVE_GASTECH_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_GASTECH_2026,2026-08-09 08:04:18.896315
c820f8f3-bb71-492a-b9c9-0dbf37c0fdd2,angel.doyle@bp.com,CMP_PAST_OIL_GAS_US,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_OIL_GAS_US,2026-01-24 06:04:18.896315
bf26ced1-1d6c-46ea-8e5a-fea788161f1f,lisa.adams@bp.com,CMP_PAST_O_M_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_O_M_2026,2024-11-16 11:04:18.896315
43da5001-be70-4084-aa3b-26c7c42b8509,monica.garrison@bp.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-08-29 08:04:18.896315
49403de2-2dc5-457b-88a7-0215f5f9b133,monica.garrison@bp.com,CMP_PAST_OIL_GAS_US,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_OIL_GAS_US,2025-11-27 12:04:18.896315
c286b90c-1238-4684-996e-907f2eeb79f1,jeffrey.velasquez@bp.com,CMP_PAST_O_M_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_O_M_2026,2024-07-14 15:04:18.896315
08c39728-7065-4ca9-8445-f6741d77c1f5,steven.torres@bp.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-08-19 02:04:18.896315
b1265b80-1e8f-4209-9e92-e003715437ed,andrew.lee@chevron.com,CMP_PAST_O_M_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_O_M_2026,2024-06-29 17:04:18.896315
b883dcd9-a422-47ae-96d4-154c4bd978e3,mark.lin@chevron.com,CMP_PAST_MIDDLE_EAST,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_PAST_MIDDLE_EAST,2025-05-12 09:04:18.896315
7b43e7fa-7292-4a6c-a8a5-37474c178ac5,tina.herrera@chevron.com,CMP_PAST_OIL_GAS_US,Open,,2026-01-28 23:04:20.896315
65440a87-90b8-4bb5-b81a-79b7d3613cc9,sheila.wilson@chevron.com,CMP_LIVE_OTC_2026,Open,https://example.com?utm_source=mailchimp&utm_campaign=CMP_LIVE_OTC_2026,2026-08-30 14:04:18.896315
